# ASY+PE method (no partition functions): 5941 integration steps in 1.4261e-01 seconds
# All double quantities are log10(x); rates in units of s^-1
#
#      t       dt  2/Rmin   Reaction_Rmin    1/Rmax   Reaction_Rmax     dt_FE   dt_EA   trial_dt
-5.2495 -7.6465  1.0975 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -7.9475 -7.6465
-5.0998 -8.0172  1.0789 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -8.3182 -8.0172
-4.9495 -7.5468  1.0723 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -7.8478 -7.5468
-4.7992 -7.1211  1.0568 he4+o16-->ne20 -9.8874 ne20-->he4+o16 14.8116 -7.4221 -7.1211
-4.6499 -6.8643 -5.5733 fe52-->he4+cr48 -6.5493 he4+ti44-->cr48 18.1496 -7.1654 -6.8643
-4.4988 -6.6009 -5.5733 fe52-->he4+cr48 -6.5499 he4+ti44-->cr48 18.1491 -6.9019 -6.6009
-4.3497 -6.6352 -6.3528 cr48-->he4+ti44 -6.5600 he4+ti44-->cr48 18.1390 -6.9363 -6.6352
-4.1992 -6.5821 -6.3528 cr48-->he4+ti44 -6.5363 he4+ti44-->cr48 18.1627 -6.8832 -6.5821
-4.0251 -5.0251 -30.0000 cr48-->he4+ti44     inf he4+ti44-->cr48     inf -5.0664 -5.0251
-3.8595 -4.8595 -30.0000 cr48-->he4+ti44     inf he4+ti44-->cr48     inf -4.9009 -4.8595
-3.7353 -4.7353 -30.0000 cr48-->he4+ti44     inf he4+ti44-->cr48     inf -4.7767 -4.7353
-3.5697 -4.5697 -30.0000 cr48-->he4+ti44     inf he4+ti44-->cr48     inf -4.6111 -4.5697
-3.4456 -4.4456 -30.0000 cr48-->he4+ti44     inf he4+ti44-->cr48     inf -4.4869 -4.4456
-3.2800 -4.2800 -30.0000 cr48-->he4+ti44     inf he4+ti44-->cr48     inf -4.3214 -4.2800
-3.1144 -4.1144 -30.0000 cr48-->he4+ti44     inf he4+ti44-->cr48     inf -4.1558 -4.1144
-2.9902 -3.9902 -30.0000 cr48-->he4+ti44     inf he4+ti44-->cr48     inf -4.0316 -3.9902
