# ASY method (with partition functions). 
# All quantities except Asy, RG_PE, and sumX are 
# log10(x). Log of absolute values for E and dE/dt, as
# they can be negative. UNITS: t and dt in s; E in erg; 
# dE/dt in erg/g/s; all others dimensionless 
#
#    t     dt     |E|  |dE/dt| Asy  Equil sumX    X(0)      X(1)      X(2)      X(3)      X(4)      X(5)      X(6)      X(7)    

+12.625 +8.911 15.421  2.336 0.250 0.000 1.000 -1.450e-01 -5.542e-01 -3.516e+00 -3.880e+00 -1.279e+01 -2.372e+00 -6.802e+00 -1.450e+01
+12.700 +9.080 15.444  2.177 0.250 0.000 1.000 -1.450e-01 -5.542e-01 -3.690e+00 -4.060e+00 -1.297e+01 -2.355e+00 -6.786e+00 -1.448e+01
+12.775 +9.284 15.462  2.009 0.250 0.000 1.000 -1.450e-01 -5.541e-01 -3.882e+00 -4.262e+00 -1.316e+01 -2.343e+00 -6.774e+00 -1.447e+01
+12.850 +9.328 15.476  1.845 0.250 0.000 1.000 -1.450e-01 -5.541e-01 -4.083e+00 -4.481e+00 -1.336e+01 -2.336e+00 -6.766e+00 -1.446e+01
+12.925 +9.463 15.487  1.707 0.250 0.000 1.000 -1.450e-01 -5.541e-01 -4.269e+00 -4.694e+00 -1.355e+01 -2.331e+00 -6.762e+00 -1.446e+01
+13.000 +9.578 15.497  1.613 0.250 0.000 1.000 -1.450e-01 -5.541e-01 -4.412e+00 -4.869e+00 -1.369e+01 -2.329e+00 -6.760e+00 -1.446e+01
+13.075 +9.998 15.507  1.562 0.250 0.000 1.000 -1.450e-01 -5.541e-01 -4.496e+00 -4.979e+00 -1.377e+01 -2.328e+00 -6.759e+00 -1.445e+01
+13.150 +10.259 15.518  1.542 0.250 0.000 1.000 -1.451e-01 -5.541e-01 -4.532e+00 -5.028e+00 -1.381e+01 -2.327e+00 -6.758e+00 -1.445e+01
+13.225 +10.606 15.529  1.536 0.375 0.000 1.000 -1.451e-01 -5.541e-01 -4.543e+00 -5.044e+00 -1.382e+01 -2.327e+00 -6.758e+00 -1.445e+01
+13.301 +10.904 15.543  1.534 0.375 0.000 1.000 -1.451e-01 -5.540e-01 -4.546e+00 -5.048e+00 -1.382e+01 -2.327e+00 -6.758e+00 -1.445e+01
+13.376 +11.113 15.559  1.534 0.375 0.000 1.000 -1.451e-01 -5.540e-01 -4.546e+00 -5.049e+00 -1.382e+01 -2.327e+00 -6.758e+00 -1.445e+01
+13.452 +11.616 15.577  1.534 0.375 0.000 1.000 -1.451e-01 -5.540e-01 -4.546e+00 -5.049e+00 -1.383e+01 -2.327e+00 -6.758e+00 -1.445e+01
+13.527 +11.705 15.598  1.534 0.375 0.000 1.000 -1.451e-01 -5.539e-01 -4.546e+00 -5.049e+00 -1.383e+01 -2.327e+00 -6.758e+00 -1.445e+01
+13.602 +11.712 15.621  1.534 0.375 0.000 1.000 -1.451e-01 -5.539e-01 -4.546e+00 -5.049e+00 -1.383e+01 -2.327e+00 -6.758e+00 -1.445e+01
+13.675 +11.695 15.646  1.534 0.375 0.000 1.000 -1.452e-01 -5.538e-01 -4.546e+00 -5.049e+00 -1.383e+01 -2.327e+00 -6.758e+00 -1.445e+01
+13.750 +11.705 15.675  1.534 0.375 0.000 1.000 -1.452e-01 -5.537e-01 -4.546e+00 -5.049e+00 -1.383e+01 -2.327e+00 -6.758e+00 -1.445e+01
